Thu nhap trung binh,Tuoi nha,So luong phong,So phong ngu,Dan so,So luong nguoi song,Vi do,Kinh do,Gia nha
3.3715,52,3.8434,1.0539,1240,1.5918,37.8,-122.43,5
3.6893,52,2.9537,1.0852,1045,1.562,37.8,-122.43,4.75
3.2235,52,4.3176,1.0773,349,1.4979,37.8,-122.43,5
4.0417,52,4.7917,1.1181,553,1.9201,37.8,-122.43,5
4.038,52,3.8788,1.127,1014,1.4803,37.8,-122.42,5
5.0365,52,4.8841,1.0362,925,1.6757,37.8,-122.43,5
5.7934,52,4.1516,1.0692,959,1.5799,37.8,-122.43,5
4.5399,52,4.8986,1.0874,954,1.6678,37.8,-122.43,5
4.5913,52,3.9834,1.0859,1466,1.4316,37.8,-122.42,5
4.0156,48,3.6368,1.0831,1980,1.5981,37.79,-122.42,5
3.8068,52,4.1843,1.0469,1377,1.6162,37.79,-122.43,5
7.2623,52,4.2878,1.0418,1248,1.5351,37.79,-122.43,5
5.8543,52,4.5022,1.1397,2065,1.5029,37.79,-122.43,5
5.3124,52,5.3486,0.9703,648,1.7514,37.79,-122.44,5
10.8783,52,8.5032,0.9618,402,2.5605,37.79,-122.44,5
8.0755,52,6.2538,1.0795,722,2.208,37.79,-122.44,5
15.0001,52,7.9945,1.0276,483,2.6685,37.79,-122.44,5
10.0914,52,7.5464,0.9622,668,2.2955,37.79,-122.45,5
5.5634,52,5.7257,1.0802,1107,2.0653,37.79,-122.45,5
1.4804,52,4.042,1.1235,731,1.704,37.79,-122.45,4.25
10.7097,52,7.0048,1.0337,495,2.3798,37.79,-122.45,5
14.2959,52,8.1727,0.8727,304,2.7636,37.79,-122.46,5
5.2909,52,6.0517,1.0718,743,2.1351,37.79,-122.46,5
3.975,52,3.731,1.0986,800,1.6427,37.79,-122.44,5
4.4375,52,4.5729,1.0553,1525,1.9158,37.79,-122.44,5
6.4209,52,4.7372,1.0113,1371,1.7159,37.79,-122.44,5
4.3986,52,3.9707,1.0575,1319,1.487,37.79,-122.43,5
4.2042,52,3.8783,1.1675,1152,1.388,37.79,-122.43,5
2.6607,52,3.1231,1.1132,1202,1.495,37.79,-122.42,0.875
3.4423,6,2.3592,1.0599,655,2.3063,37.79,-122.42,1.175
2.7165,50,3.322,1.0983,1475,1.4794,37.79,-122.43,5
3.4375,52,3.9272,1.0949,1294,1.6827,37.79,-122.43,5
5.0049,25,4.3193,1.0396,649,1.7124,37.79,-122.43,4.6
4.4464,52,4.3949,1.0647,831,1.9192,37.79,-122.44,5
4.0882,52,4.3126,1.0166,1224,2.5342,37.79,-122.44,4.688
3.6812,52,4.8483,1.0787,614,1.7247,37.79,-122.44,5
2.8569,52,4.7033,1.1466,1243,2.1693,37.78,-122.44,3.722
3.1576,45,3.9639,1.0087,1320,1.9048,37.78,-122.45,3.333
3.7188,46,4.4349,1.0243,761,1.6799,37.79,-122.45,5
5.0156,52,5.7525,1.0362,1515,2.1925,37.78,-122.45,5
2.6782,24,2.5695,1.046,1362,1.4232,37.79,-122.43,4.5
1.3062,10,3.0165,1.0684,1245,1.5779,37.78,-122.43,2.2
1.4866,39,4.2028,1.1032,901,3.2064,37.78,-122.44,2.375
3.7159,52,4.5748,0.9898,560,1.9048,37.78,-122.45,4.944
4,52,4.6471,1.0484,1392,2.4083,37.78,-122.45,3.553
5.2806,47,4.4853,1.0107,837,2.232,37.78,-122.46,4
3.6875,37,4.1582,1.0572,481,1.6195,37.78,-122.44,4.923
2.8654,52,5.3425,1.204,1703,2.5921,37.78,-122.44,2.8
3.875,44,4.7393,1.0245,561,1.7209,37.78,-122.44,4.125
4.1319,43,3.6947,1.0102,897,2.2824,37.78,-122.45,3.227
3.2011,48,4.9415,0.9463,464,2.2634,37.78,-122.45,4.283
3.6667,52,4.8636,1.0478,2198,5.2584,37.78,-122.45,4.184
2.151,16,4.032,1.0776,601,2.7443,37.78,-122.44,1.469
2.9792,49,4.1136,1.0751,1277,2.3388,37.78,-122.43,3.5
3.3882,52,3.7712,1.0638,1588,1.985,37.78,-122.44,4.714
2.943,52,4.2067,1.1271,1309,2.0046,37.78,-122.44,3.417
2.4196,52,3.9366,0.9824,514,1.8099,37.78,-122.44,3.462
3.1607,31,3.5989,1.0185,707,1.8654,37.78,-122.44,2.938
2.6392,26,3.8323,1.1047,1821,1.9455,37.78,-122.43,2.875
3.6437,2,3.3196,1.2893,577,1.5895,37.78,-122.43,2.75
3.1462,19,2.7653,1.119,2079,1.4143,37.78,-122.42,1.875
1.8438,17,3.2734,0.8828,1093,2.8464,37.78,-122.42,0.725
1.077,17,3.0549,1.0168,1670,1.8701,37.78,-122.43,1.15
0.9355,24,3.4821,1.1897,1371,2.3436,37.78,-122.43,1.125
2.4414,52,2.9003,1.2463,634,1.8592,37.78,-122.42,2.75
2.1516,52,2.75,1.0285,895,1.9627,37.78,-122.42,1.875
1.3844,29,3.4565,0.9604,1009,2.6623,37.78,-122.43,1.775
2.105,52,3.3889,1.0903,1284,2.2292,37.78,-122.43,3.167
2.8202,52,4.3301,1.1532,2070,2.233,37.78,-122.43,4.429
2.9567,52,4.0534,1.1017,1913,1.9661,37.77,-122.43,4.25
2.5721,52,4.3062,1.1139,1696,2.5089,37.78,-122.44,4.75
2.0161,52,4.3073,1.0303,1355,2.1576,37.77,-122.44,3.643
3.3679,52,4.6134,1.0809,1090,2.1499,37.77,-122.45,3.5
3.3068,52,4.8012,1.0663,1526,2.2982,37.77,-122.45,5
3.0906,52,3.9405,1.0641,885,2.0252,37.77,-122.45,5
3.6186,52,4.4723,1.0386,1518,1.9537,37.77,-122.44,5
4.1417,52,4.8644,1.0784,1039,2.2013,37.77,-122.45,5
3.0409,52,3.7453,1.0718,1100,1.8803,37.77,-122.45,5
3.35,52,4.783,1.132,1275,2.3056,37.77,-122.45,4.929
3.3702,52,4.5273,1.0572,1712,2.1753,37.77,-122.43,3.357
4.445,52,5.5346,1.1509,742,2.3333,37.77,-122.43,4
3.2239,52,3.996,1.0379,939,1.8743,37.77,-122.44,4.889
3.0766,52,4.2771,1.0514,1428,2.04,37.77,-122.44,4.389
2.5186,52,3.0083,0.9668,589,1.6316,37.77,-122.42,2.5
2.879,52,3.7379,1.1029,867,1.6835,37.77,-122.42,4.5
2.6914,52,3.6871,1.1341,654,1.5388,37.77,-122.43,3.667
2.3977,52,4.2111,1.2211,1428,2.392,37.77,-122.43,4.125
2.3887,52,4.088,1.0491,1188,2.0102,37.77,-122.43,3.375
3.2981,52,3.9533,1.0021,872,1.8514,37.77,-122.43,2.227
2.7587,52,4.1757,1.0598,1939,1.8414,37.77,-122.43,3.545
3.6894,52,4.373,1.0244,1170,1.9055,37.77,-122.43,4.188
5.1788,52,4.7868,1.0547,849,1.6019,37.77,-122.44,4.769
4.4085,52,4.6856,1.0602,2023,1.6915,37.77,-122.44,4
6.8939,38,5.0621,1.0391,833,1.9149,37.76,-122.44,4.559
4.4875,52,5.21,1.0775,1494,2.4136,37.77,-122.44,5
4.3667,52,4.909,1.0434,1374,1.9244,37.77,-122.44,5
4.6912,50,4.8798,0.9826,979,1.8973,37.76,-122.45,5
4.6477,52,4.6254,0.927,621,1.9714,37.76,-122.45,4.5
3.575,52,4.8435,1.0673,1269,1.9859,37.77,-122.45,5
4.5052,52,4.9423,1.069,1737,2.1794,37.77,-122.45,5
1.1185,52,2.6089,1.1313,2124,2.8742,37.78,-122.41,0.55
1.4554,52,2.4984,1.2427,1520,2.4756,37.78,-122.41,3.75
3.8625,52,8.7586,2.4828,153,5.2759,37.78,-122.41,3.5
3.2292,52,6.5636,1.3818,168,3.0545,37.77,-122.41,2.75
2.6083,52,3.7462,1.0782,1628,3.1069,37.77,-122.41,1.938
2.5742,32,3.3524,1.2571,313,2.981,37.78,-122.4,3.5
3.4671,52,3.8243,1.2432,582,2.6216,37.77,-122.41,2.5
1.8519,52,2.6545,1.1047,1055,2.7618,37.78,-122.41,0.325
4.7105,3,3.7693,1.2829,1441,1.568,37.78,-122.39,2.75
3.6037,5,3.5842,1.3138,725,1.8495,37.78,-122.39,1.875
4.6563,52,3.4815,0.8889,113,4.1852,37.79,-122.39,3.5
2.7909,26,5.6299,1.0863,4531,4.71,37.81,-122.37,2.5
1.6125,52,3.1351,1.3649,286,1.9324,37.78,-122.4,1.125
4.3958,52,2.1176,0.9265,1061,15.6029,37.77,-122.4,2.25
2.0548,52,2.9765,1.2667,421,1.651,37.77,-122.42,1.625
1.375,52,2.6972,1.1307,1136,2.6055,37.77,-122.42,3.125
1.3365,37,2.3178,1.0557,1846,3.3142,37.76,-122.42,2.25
2.7794,52,3.4904,1.0479,1266,2.0224,37.77,-122.42,3.5
2.5755,52,3.4026,1.0588,2619,2.1087,37.77,-122.42,3.25
2.5403,52,3.6639,1.0521,2259,2.3075,37.76,-122.42,2.5
3.6031,52,3.7026,1.0628,1438,1.9618,37.77,-122.43,2.75
3.8261,52,4.8085,1.0729,868,2.6383,37.76,-122.43,2.5
2.8458,52,4.0036,1.0071,1051,1.8701,37.76,-122.43,3.5
4.2222,52,4.4429,1.0255,1145,1.7192,37.76,-122.44,3.616
4.6053,30,4.468,1.0623,1935,1.6989,37.76,-122.44,3.861
4.3232,28,3.732,1.0454,2232,1.6896,37.75,-122.44,3.162
4.05,35,4.0747,1.0876,580,1.4948,37.76,-122.44,4.231
5.2519,50,4.7592,1.046,945,1.7371,37.76,-122.44,3.766
5.6235,51,5.8009,1.0339,810,1.8326,37.76,-122.45,5
3.3702,52,4.5767,1.0977,784,1.8233,37.76,-122.44,3.7
3.9079,52,4.8174,1.0365,816,1.863,37.76,-122.44,3.7
5.0731,52,5.249,1.0377,855,1.7887,37.76,-122.44,4.054
3.5655,52,4.0945,1.1042,1575,1.7101,37.76,-122.43,4.273
4.75,52,4.8319,0.9892,751,1.6185,37.76,-122.43,5
4.2569,52,4.8981,1.0416,909,1.8898,37.76,-122.43,4.554
3.3565,52,4.5109,1.0328,1531,1.8625,37.76,-122.43,3.864
3.3937,52,4.0957,1.1078,2280,2.119,37.76,-122.42,2.7
3.5052,52,3.8582,1.0453,2129,2.053,37.76,-122.42,3.912
2.6803,52,4.2787,0.998,1082,2.2172,37.76,-122.42,4.9
2.0329,52,3.5843,1.2048,1270,3.8253,37.76,-122.42,2.25
2.5701,52,3.4195,1.0554,2007,3.3674,37.76,-122.42,2.667
1.65,52,2.5322,1.0339,1630,2.7627,37.76,-122.42,2.65
1.3824,46,2.6642,1.0124,2075,2.5713,37.76,-122.42,2.125
2.1289,52,3.0212,0.9951,1715,2.7932,37.75,-122.42,2.5
3.3816,52,4.487,1.1227,1008,3.7472,37.75,-122.42,2.625
2.1971,52,3.0927,1.0502,639,2.4672,37.75,-122.42,2.75
2.2328,52,3.6651,1.1617,1155,2.631,37.75,-122.42,2.5
2.7173,52,4.2452,1.129,935,2.0108,37.75,-122.42,3
3.5536,52,4.117,1.0292,1227,2.3918,37.75,-122.42,4
2.9052,52,3.6545,1.0283,1460,1.9703,37.75,-122.42,4
3,52,4.1818,1.0588,1162,3.107,37.75,-122.42,2.75
3.575,52,4.6957,1.0348,1181,2.0539,37.75,-122.43,3.968
4.0625,52,4.1561,1.0443,871,1.8376,37.75,-122.43,3.556
4.0568,52,5.1768,1.0674,1012,2.1305,37.75,-122.43,3.879
4.4318,52,5.7438,1.069,861,2.1207,37.76,-122.43,4.375
4.7946,52,5.011,1.1162,839,1.8399,37.75,-122.43,3.556
4,52,5.269,1.0778,1144,1.9357,37.75,-122.44,3.75
4.2708,52,5.0657,1.0341,801,1.9489,37.75,-122.44,3.689
3.7545,52,5.2428,1.1195,1043,2.0096,37.75,-122.43,3.837
4.2667,46,5.2561,1.0069,573,1.9827,37.75,-122.44,3.388
5.0505,52,4.6538,0.9882,725,2.145,37.75,-122.44,3.804
3.5114,52,4.2725,1.0397,633,1.6746,37.75,-122.43,3.475
4.875,52,5.1252,1.1164,1415,2.0597,37.75,-122.43,3.622
3.95,52,5.0255,1.0577,1191,2.0221,37.75,-122.43,3.477
3.2632,52,4.6141,1.1365,1122,2.3923,37.75,-122.42,3.06
4.6547,52,4.5673,1.0505,1370,2.3064,37.74,-122.42,3.257
3.0833,52,4.533,1.0838,856,2.1726,37.74,-122.42,3.281
5.0196,52,4.7225,1.0551,1079,2.286,37.74,-122.43,3.243
3.775,52,4.398,0.9551,962,1.9633,37.75,-122.43,3.259
5.0519,40,5.0945,1.0263,1824,1.916,37.75,-122.43,3.561
4.5469,21,4.6246,1.0568,2304,1.9525,37.75,-122.44,4.097
4.2672,23,5.2513,1.0593,2818,2.3523,37.74,-122.44,3.919
4.8382,52,5.264,0.9289,909,2.3071,37.74,-122.44,2.949
4.5375,23,4.6,1.1,118,2.95,37.74,-122.44,3.5
4.7437,52,5.4202,1.0635,1260,2.0521,37.74,-122.43,3.31
3.8846,52,5.3058,1.0845,1159,2.332,37.74,-122.43,3.331
5.3292,52,5.0299,1.0432,724,2.4053,37.74,-122.43,3.009
5.0602,52,5.5437,1.0874,494,2.3981,37.73,-122.43,2.989
5.0782,52,4.8538,0.967,461,2.1745,37.73,-122.43,3.108
1.4886,52,4.8627,1.3333,124,2.4314,37.76,-122.38,4.5
4.0042,52,4.2162,1.1486,410,2.7703,37.76,-122.39,2.083
3.675,52,5.8148,1.037,88,3.2593,37.76,-122.39,1.625
3.9722,52,4.7161,1.0729,712,1.7889,37.76,-122.39,2.909
4.5057,52,4.8655,0.9832,1047,2.1996,37.76,-122.39,3.216
3.7051,52,5.6879,1.1594,1645,2.7601,37.76,-122.39,2.537
2.8679,44,4.9516,1.1453,3269,2.3637,37.75,-122.4,2.433
4.119,52,5.1017,1.0909,1555,1.86,37.76,-122.4,2.983
4.4375,52,5.4364,1.1309,506,1.84,37.76,-122.4,3.2
4.4074,52,4.6838,0.9723,480,1.8972,37.76,-122.4,2.773
1.9944,52,6.0466,1.1907,620,2.6271,37.76,-122.41,2.625
2.9312,52,4.3937,1.1063,1347,3.8707,37.76,-122.4,2.391
2.8135,52,4.5843,1.0412,2987,3.9668,37.76,-122.41,2.603
3.4028,52,4.4292,1.0644,1726,3.7039,37.76,-122.41,2.333
3.0865,52,2.9286,0.8274,316,1.881,37.76,-122.41,2.25
2.6667,52,4.68,1.08,308,4.1067,37.76,-122.41,3.25
3.0774,52,4.998,1.0383,1816,3.6613,37.76,-122.41,3
3.2964,52,4.2635,1.1097,2071,3.3895,37.76,-122.41,2.65
2.0577,52,3.8627,1.0033,1029,3.3627,37.75,-122.4,2.146
2.4531,52,3.6199,0.9452,837,2.8664,37.75,-122.41,2.29
3.4063,52,4.5582,0.9596,1483,3.5226,37.75,-122.41,2.539
4.2891,52,5.0997,1.1186,1442,3.8868,37.75,-122.41,2.3
2.5809,52,4.7003,1.0812,1220,3.4174,37.75,-122.41,2.553
2.0325,52,4.2183,1.1813,2034,3.9649,37.75,-122.41,1.781
2.3903,52,4.4663,1.1348,1932,3.5191,37.75,-122.41,2.361
2.6538,9,4.2033,1.0951,1176,3.8557,37.75,-122.41,2.063
2.5694,42,6.0979,1.2552,2147,3.1855,37.74,-122.39,2.01
4.3393,43,5.0719,1.0136,3134,3.268,37.73,-122.39,2.173
3.4472,45,4.4686,0.9117,2337,2.9923,37.73,-122.4,2.254
2.59,45,5.4711,1.1311,1587,3.5267,37.74,-122.4,2.118
1.4282,18,4.8405,1.1871,2722,3.2638,37.73,-122.38,1.404
1.4133,15,4.3036,1.0525,4737,2.9962,37.73,-122.38,2.034
2.1767,45,4.8411,1.0199,924,3.0596,37.74,-122.39,1.853
2.625,20,6.3158,1.4211,55,2.8947,37.73,-122.38,1.875
2.2167,40,6.1011,1.1348,259,2.9101,37.73,-122.38,1.938
2.1667,38,5.2377,1.0415,871,3.2868,37.73,-122.38,1.938
2.2222,46,4.9094,0.9676,879,2.8447,37.73,-122.39,1.951
2.9063,52,6.5904,1.1229,1025,3.4983,37.73,-122.39,1.92
2.8603,52,5.1691,1.0821,567,2.7391,37.73,-122.39,1.89
2.6364,48,4.1826,0.9157,1115,3.132,37.73,-122.4,1.993
1.1125,28,5.5483,1.1724,1064,3.669,37.72,-122.39,2.063
3.6607,45,5.4075,1.0654,1923,3.5944,37.72,-122.39,1.923
2.1484,52,5.1923,1.3077,93,3.5769,37.72,-122.39,1.813
3.7813,52,5.0578,1.0264,1405,2.3185,37.75,-122.41,2.759
4.1417,38,4.9548,1.0791,928,2.6215,37.74,-122.41,2.708
4.7031,34,5.502,1.0275,839,3.2902,37.74,-122.41,2.552
3.4073,52,5.3025,1.1744,1430,3.0042,37.75,-122.41,2.547
3.5912,52,4.6574,1.0667,1209,2.2389,37.75,-122.41,2.849
3.6687,48,5.8429,1.2286,148,2.1143,37.74,-122.41,3.35
1.9464,52,5.2264,1.1006,415,2.6101,37.74,-122.41,2.49
5.5563,52,5.1597,0.9496,1032,2.8908,37.74,-122.41,2.508
4.2212,52,4.5067,0.933,999,2.2299,37.74,-122.42,2.713
4.0391,52,4.5189,1.0189,889,2.0967,37.74,-122.42,2.799
3.8864,52,4.997,1.0328,734,2.191,37.74,-122.42,2.813
2.9911,52,3.9228,1.0895,1076,3.321,37.74,-122.42,2.639
3.3555,52,3.9615,1.1117,1447,2.6502,37.75,-122.42,2.75
4.1552,43,4.9642,0.9851,935,2.791,37.74,-122.41,2.409
3.2813,47,5.4857,1.2635,1178,3.7397,37.74,-122.41,2.296
3.6429,52,5.1579,1,1208,3.0276,37.74,-122.41,2.3
2.888,50,5.1058,1.1461,2261,3.3696,37.73,-122.42,2.464
3.4583,52,4.5109,0.959,973,2.6585,37.74,-122.42,2.409
2.3087,52,4.0388,1.0659,1438,2.7868,37.74,-122.42,2.586
4.3125,52,4.2424,1.0193,1136,3.1295,37.74,-122.42,2.43
3.3333,52,5.2864,1.0704,1765,2.8887,37.73,-122.42,2.923
4.6786,52,4.6422,1.0176,935,2.7419,37.73,-122.43,2.632
4,49,4.3617,0.9787,1008,3.0638,37.73,-122.43,2.64
3.6694,52,5.0584,1.0073,729,2.6606,37.73,-122.43,2.755
3.6719,48,5.4851,1.1915,782,3.3277,37.72,-122.43,2.598
4.3125,52,4.8365,0.9455,1102,3.0027,37.72,-122.44,2.672
4.3898,52,5.3266,1.1007,1485,3.3221,37.73,-122.44,2.7
5.0224,52,5.0643,1.1988,587,3.4327,37.73,-122.44,2.619
4.0132,46,4.4803,1.0123,1534,3.7783,37.73,-122.42,2.294
4.625,35,6.0355,1.1032,1055,3.4032,37.73,-122.42,2.793
4.5769,35,5.8914,1.0592,988,3.25,37.73,-122.42,2.545
4.1071,52,4.6816,0.9458,1337,3.1533,37.73,-122.43,2.409
3.4231,42,5.1361,1.1302,1703,3.359,37.73,-122.41,2.302
3.4769,50,5.0703,1.0703,1170,3.0469,37.73,-122.4,2.387
2.3625,42,3.9033,1.1215,1027,2.837,37.73,-122.4,2.33
3.7835,52,5.4242,1.0056,1092,3.0674,37.73,-122.41,2.713
4.0642,41,5.7945,1.0356,1168,3.2,37.73,-122.41,2.725
4.0781,48,4.4667,0.9333,998,3.0242,37.73,-122.42,2.503
4.2672,47,4.6508,0.9714,1119,3.5524,37.72,-122.4,2.194
2.1187,37,4.6683,1.1923,647,3.1106,37.72,-122.4,2.393
3.8643,33,5.0525,1.0272,1682,3.0471,37.73,-122.41,2.762
4.8214,35,5.1317,1.0585,1225,2.9878,37.72,-122.41,2.429
4.0583,32,5.5932,1.0712,904,3.0644,37.72,-122.41,2.362
4.0071,37,5.0633,1.048,1789,3.4338,37.72,-122.42,2.447
3.6667,50,5.4227,1.0466,1989,3.7039,37.72,-122.43,2.526
3.6885,49,5.1846,1.053,2363,3.5749,37.72,-122.43,2.54
3.7105,52,4.8377,1.0482,1583,3.4715,37.72,-122.43,2.505
3.8274,52,5.342,1.0555,1769,3.2699,37.72,-122.44,2.52
3.0107,52,4.7465,1.0184,2101,2.9759,37.72,-122.43,2.42
3.8934,52,5.5672,1.1406,2270,3.5085,37.73,-122.43,2.518
3.1786,52,4.15,0.85,1463,4.0639,37.73,-122.43,2.226
3.4605,49,4.0442,1.0519,1173,3.0468,37.72,-122.44,2.65
3.9565,48,4.9537,1.0833,1773,3.2833,37.72,-122.44,2.685
4.3036,52,5.7633,1.0633,890,2.9667,37.72,-122.45,2.618
3.7143,52,4.8592,0.9577,847,2.9824,37.72,-122.44,2.6
4.3846,46,5.1386,1.0161,1562,3.1365,37.71,-122.45,2.706
3.8583,52,5.0859,0.9877,1086,3.3313,37.71,-122.45,2.616
3.9167,41,5.2776,1.1739,1159,3.8763,37.71,-122.45,2.436
4.0547,52,4.7879,1.0212,1425,4.3182,37.71,-122.46,2.462
4,47,5.4149,1.0035,1102,3.9078,37.71,-122.46,2.316
4.5,35,5.4508,1.0682,1633,3.0928,37.71,-122.43,2.669
4.0234,52,4.9605,0.9145,1138,3.7434,37.71,-122.43,2.665
3.1908,52,5,1.0142,879,3.117,37.71,-122.43,2.556
3.8958,52,5.363,1.0036,929,3.306,37.72,-122.44,2.477
3.9567,52,5.1737,1.1279,1848,3.5267,37.71,-122.44,2.515
5.3913,46,4.786,0.9611,895,3.4825,37.71,-122.44,2.489
5.0201,31,5.0426,0.9383,1524,3.2426,37.71,-122.44,2.641
3.5536,34,5.2183,1.115,2204,3.6733,37.71,-122.45,2.51
3.0313,40,4.9192,1.0429,1434,3.6212,37.72,-122.4,2.191
3.0469,40,4.2991,0.9064,1411,3.2215,37.71,-122.4,2.38
3.4773,47,4.9226,1.0344,1697,3.6495,37.71,-122.41,2.263
1.2269,28,4.8737,1.2051,3900,3.7901,37.71,-122.41,1.819
4.9926,40,4.7879,1.0093,1738,4.0513,37.71,-122.41,2.139
3.495,49,4.1432,0.9597,1615,3.613,37.71,-122.41,2.178
3.8625,41,4.658,1.0377,1528,3.6038,37.72,-122.4,2.183
4.2727,47,4.6126,0.9881,953,3.7668,37.72,-122.4,2.419
3.5435,52,4.0216,1.1036,1330,2.0556,37.77,-122.45,2.786
3.4531,52,4.203,1.0244,1186,2.2293,37.76,-122.46,4.143
3.75,52,5.0248,1.0689,799,2.2011,37.77,-122.46,4.357
3.93,52,4.7816,1.1816,948,2.4947,37.76,-122.46,3.9
3.5744,31,4.1631,1.0481,2659,2.0954,37.76,-122.45,5
6.1636,28,6.381,0.9821,363,2.1607,37.76,-122.46,3.677
4.5352,26,4.807,0.9605,954,2.0921,37.75,-122.46,3.742
2.9899,52,4.051,1.0785,1545,2.1281,37.76,-122.47,4.065
2.5933,52,3.7588,1.0379,1587,2.2258,37.76,-122.47,3.596
3.2679,49,4.3858,1.034,1396,2.1543,37.76,-122.47,3.457
4.0793,52,4.9498,0.9819,1170,2.3494,37.76,-122.47,3.067
2.8711,48,4.4197,1.0364,1055,2.2591,37.76,-122.47,3.296
3.2083,40,4.1132,1.098,1675,1.9545,37.76,-122.47,3.3
3.3239,52,5.2923,1.0701,1886,2.4947,37.76,-122.47,3.5
3.6346,39,5.178,1.1149,1391,2.2508,37.76,-122.47,3.38
4.4312,45,5.6714,1.0071,911,2.1537,37.75,-122.47,3.61
4.0089,51,5.5217,0.9863,1095,2.5057,37.75,-122.47,3.57
5.482,49,6.1317,1.0536,1281,2.8594,37.75,-122.47,3.663
5.1893,34,6.3079,1.0944,1152,2.5888,37.76,-122.47,4.203
4.4946,48,5.3799,1.0022,1179,2.5742,37.76,-122.47,3.586
5.8151,52,6.8534,1.0172,622,2.681,37.75,-122.46,5
10.7569,52,7.4506,0.9383,465,2.8704,37.75,-122.46,5
9.3603,51,6.7656,0.9875,1090,2.7182,37.75,-122.47,5
6.1592,46,6.8894,1.1574,1293,2.7511,37.75,-122.47,3.817
4.6071,52,6.0302,1.0755,689,2.6,37.75,-122.47,3.374
4.0846,52,4.8213,0.9561,819,2.5674,37.74,-122.47,3.336
6.0274,36,6.2075,1.027,862,2.3235,37.75,-122.45,3.49
4.95,36,5.7385,1.023,772,2.2184,37.75,-122.45,3.226
3.0804,35,4.5282,1.0033,1786,5.9336,37.75,-122.45,3.134
6.5372,52,7.1667,1.1124,695,2.6938,37.75,-122.46,3.94
4.375,52,5.8462,1.011,642,2.3516,37.74,-122.45,3.495
6.2561,51,6.7077,1.0246,707,2.4894,37.74,-122.46,4.31
5.0887,46,5.7971,0.9856,2535,2.2858,37.74,-122.45,3.351
5.5622,43,5.939,1.0979,1488,2.3884,37.73,-122.44,3.136
6.203,38,6.2643,1.0242,2263,2.4923,37.74,-122.45,3.468
5.3961,52,6.6871,1,856,2.6258,37.74,-122.46,4.169
10.959,52,7.1533,0.9791,791,2.7561,37.74,-122.46,5
8.1189,52,8.1548,1.0516,735,2.9167,37.74,-122.47,5
5.6787,52,5.7705,1.0152,1633,2.4818,37.74,-122.47,3.636
4.9537,52,6.5044,1.1287,1605,2.8307,37.74,-122.47,3.656
7.8476,52,7.9083,1.0325,876,2.5917,37.73,-122.46,5
8.0069,52,7.224,1.0305,1276,2.5988,37.73,-122.46,4.268
6.7228,52,7.4332,1.0227,1115,2.8086,37.72,-122.46,4.052
5.9245,52,7.4877,0.9719,936,3.2842,37.73,-122.47,4.846
10.7309,52,7.8504,1.0219,762,2.781,37.73,-122.47,5
10.6605,50,7.3795,1.125,641,2.8616,37.73,-122.47,5
5.9114,46,6.0795,1.0563,767,2.5397,37.72,-122.47,3.99
6.8322,52,7.3201,1.0549,812,2.4756,37.73,-122.46,3.941
5.1238,52,6.1671,1.0762,1153,2.8329,37.73,-122.45,3.351
5.2088,52,5.7601,0.9456,1431,2.8851,37.73,-122.46,3.442
4.7813,39,4.7094,1.0296,970,2.3892,37.73,-122.44,2.755
3.8304,52,5.3954,1.0779,1411,2.6825,37.73,-122.44,2.614
3.2448,52,5.4878,0.9797,752,3.0569,37.73,-122.45,2.662
5.0634,52,4.7326,0.986,1193,2.7744,37.73,-122.45,2.642
4.1932,46,5.0939,1.0782,1670,2.3755,37.73,-122.44,2.692
4.2167,52,5.7427,1.152,653,3.8187,37.72,-122.45,2.319
4.7143,46,5.8828,0.9833,771,3.2259,37.72,-122.45,2.193
4.475,47,5.6286,1.0952,1083,3.4381,37.72,-122.45,2.212
3.6581,51,4.9907,1.0278,1795,3.3302,37.72,-122.45,2.25
3.3208,47,4.3183,0.9749,1216,3.0476,37.72,-122.46,2.386
4.0859,49,5.4864,1.1591,658,2.9909,37.72,-122.46,2.286
3.2875,48,5.3312,1.0694,962,3.0347,37.72,-122.46,2.215
4.0855,45,6.0125,1.0501,1225,3.0702,37.72,-122.46,2.441
2.9688,39,5.5792,1.0272,1388,3.4356,37.72,-122.46,2.32
4.1939,44,4.936,0.9903,1577,3.0562,37.71,-122.47,2.379
3.5156,42,4.7946,1.044,1211,2.9609,37.71,-122.47,2.394
2.5333,43,5.9753,1.2284,434,2.679,37.72,-122.47,2.393
3,46,4.6871,0.9871,817,2.6355,37.72,-122.47,2.467
4.5913,49,5.7483,1.0442,770,2.619,37.72,-122.47,2.597
2.9119,45,4.796,0.8607,613,3.0498,37.72,-122.45,2.289
4.2562,45,5.7474,1.0995,1382,3.5255,37.71,-122.45,2.216
4.1406,52,4.8294,1.0324,1138,3.3471,37.71,-122.46,2.195
2.875,49,5.2646,1.0708,1138,3.5015,37.71,-122.46,2.25
3.0703,37,5.0496,1.0689,1093,3.011,37.72,-122.46,2.118
3.9758,48,4.4186,1.0233,1491,2.4767,37.76,-122.48,3.486
3.275,48,4.5,1.0898,1273,2.4863,37.76,-122.48,3.321
3.9097,52,4.8889,1.0455,1395,2.541,37.76,-122.48,3.238
4.0977,50,4.788,1.0364,1171,2.5075,37.76,-122.48,3.221
4.1397,52,5.4748,0.997,1015,3.0119,37.76,-122.48,3.313
4.4094,52,5.1582,1.0332,1594,2.5222,37.76,-122.48,3.361
